date,state,place,latitude,longitude,depth_km,magnitude,risk_label
2008-02-22,Gujarat,Northeast India,25.6827,90.0162,88.17,8.4,1
2011-03-27,Nagaland,Bangalore Region,19.1614,81.4468,21.05,6.6,1
2000-12-22,Rajasthan,Northeast India,32.569,94.0797,52.86,4.4,0
2007-03-27,Kerala,Koyna Region,18.9191,87.8288,14.87,7.2,1
2013-01-26,Nagaland,Delhi NCR,11.0425,85.5416,37.83,6.2,1
2002-12-04,Meghalaya,Himalayan Belt,23.9098,68.505,66.06,6.4,1
2006-12-25,Nagaland,Delhi NCR,12.8614,94.8577,27.48,8.2,1
2019-02-28,Maharashtra,Bangalore Region,31.1908,91.8559,108.02,6.1,1
2014-01-02,Maharashtra,Himalayan Belt,12.7539,88.9626,42.86,4.9,0
2007-07-06,Andhra Pradesh,Bhuj Region,14.1844,86.6502,48.86,8.1,1
2004-08-15,Telangana,Andaman Sea,28.5365,81.1827,50.99,7.5,1
2021-02-15,Maharashtra,Himalayan Belt,14.0979,83.0017,114.72,6.7,1
2010-08-13,Karnataka,Nicobar Islands,10.2166,80.602,45.95,6.1,1
2011-12-02,Himachal Pradesh,Koyna Region,11.9553,86.8222,47.28,4.0,0
2014-03-12,Manipur,Andaman Sea,15.3256,76.5352,61.43,3.3,0
2009-02-01,Maharashtra,Himalayan Belt,18.6178,92.5665,16.14,4.0,0
2024-01-19,Maharashtra,Bhuj Region,34.4333,87.1185,60.0,8.0,1
2018-03-19,Uttarakhand,Bhuj Region,7.9641,75.2297,38.34,6.8,1
2022-04-22,Gujarat,Andaman Sea,10.8046,76.4338,15.6,8.2,1
2015-01-11,Gujarat,Nicobar Islands,12.7263,79.4257,100.1,6.6,1
2009-09-27,Maharashtra,Bangalore Region,10.6641,68.8025,35.45,8.1,1
2020-09-25,Karnataka,Northeast India,21.8038,89.3058,28.12,6.4,1
2017-09-26,Andaman and Nicobar Islands,Andaman Sea,29.2997,89.0152,70.62,3.1,0
2011-06-30,Karnataka,Andaman Sea,16.8971,93.6431,109.73,5.4,0
2005-11-15,Andhra Pradesh,Delhi NCR,30.7345,95.1586,80.78,4.3,0
2003-06-13,Sikkim,Delhi NCR,28.3295,70.237,18.97,8.0,1
2012-01-14,Maharashtra,Nicobar Islands,15.2142,71.1864,14.53,3.1,0
2006-09-05,Sikkim,Nicobar Islands,15.8868,76.318,70.29,4.7,0
2014-12-19,Uttarakhand,Delhi NCR,33.4057,88.9668,90.72,4.0,0
2003-08-12,Rajasthan,Delhi NCR,24.8549,93.1989,49.92,6.6,1
2020-11-25,Andaman and Nicobar Islands,Northeast India,25.5113,76.4796,86.49,5.9,1
2019-07-12,Assam,Bhuj Region,10.4002,88.054,32.21,5.3,0
2008-08-13,Andaman and Nicobar Islands,Bhuj Region,30.3616,86.3825,75.28,5.6,1
2001-07-05,Andhra Pradesh,Nicobar Islands,28.6272,97.9868,44.5,6.6,1
2010-04-20,Sikkim,Delhi NCR,33.9867,93.8097,74.85,7.1,1
2008-01-04,Himachal Pradesh,Nicobar Islands,31.0839,69.9824,114.4,7.7,1
2019-08-03,Meghalaya,Delhi NCR,31.3612,72.22,20.62,4.9,0
2010-02-24,Gujarat,Bhuj Region,9.8845,88.235,93.91,4.6,0
2011-08-01,Maharashtra,Andaman Sea,18.2473,93.5776,6.57,4.5,0
2013-06-07,Uttarakhand,Koyna Region,14.7305,83.412,58.06,4.9,0
2007-03-23,Sikkim,Nicobar Islands,16.8846,78.8969,73.91,6.7,1
2008-08-25,Rajasthan,Andaman Sea,21.2171,82.1405,61.56,3.9,0
2007-09-05,Assam,Delhi NCR,26.4969,70.9298,97.42,8.0,1
2009-05-15,Kerala,Andaman Sea,29.4563,90.8963,28.98,7.6,1
2007-10-15,Himachal Pradesh,Koyna Region,6.1751,84.9841,115.36,3.7,0
2023-08-23,Karnataka,Northeast India,20.3355,82.3217,78.47,6.4,1
2015-06-05,Uttarakhand,Delhi NCR,7.381,86.3629,22.21,4.3,0
2011-07-26,Andaman and Nicobar Islands,Nicobar Islands,24.0884,94.9185,52.96,3.9,0
2006-12-27,Kerala,Koyna Region,6.2411,71.847,29.42,5.5,1
2022-11-05,Assam,Northeast India,21.8096,95.7675,14.17,7.3,1
2005-10-02,Andaman and Nicobar Islands,Koyna Region,30.552,88.8531,13.85,6.6,1
2009-04-09,Telangana,Nicobar Islands,11.6824,84.7592,7.63,7.5,1
2001-05-02,Assam,Delhi NCR,21.4248,71.7668,94.53,6.0,1
2013-11-28,Tamil Nadu,Himalayan Belt,25.9568,89.4633,59.68,3.8,0
2009-03-12,Kerala,Delhi NCR,12.6937,76.2623,32.5,4.9,0
2021-06-08,Kerala,Andaman Sea,31.8973,94.4816,103.26,7.2,1
2018-02-02,Meghalaya,Bhuj Region,31.0112,81.5151,26.27,4.9,0
2003-10-28,Sikkim,Bhuj Region,27.7127,89.681,25.7,8.3,1
2007-08-25,Telangana,Andaman Sea,21.1309,83.6113,90.28,7.9,1
2000-08-09,Andaman and Nicobar Islands,Bangalore Region,27.6497,88.3448,59.64,7.5,1
2011-10-02,Telangana,Koyna Region,9.6943,73.777,100.92,3.0,0
2000-03-08,Andhra Pradesh,Himalayan Belt,13.011,74.3387,117.33,4.7,0
2005-04-27,Gujarat,Andaman Sea,13.3049,94.1384,89.29,5.2,0
2001-01-05,Assam,Himalayan Belt,24.0177,96.5405,14.7,4.9,0
2000-09-04,Telangana,Northeast India,15.7072,95.5291,69.66,6.0,1
2016-06-17,Karnataka,Andaman Sea,35.8354,96.2316,69.17,6.0,1
2015-11-11,Telangana,Himalayan Belt,31.6372,76.502,39.82,6.8,1
2006-01-08,Tamil Nadu,Nicobar Islands,17.9559,78.5247,14.44,5.7,1
2008-08-09,Sikkim,Northeast India,23.88,87.6598,114.93,6.5,1
2023-08-01,Meghalaya,Himalayan Belt,12.8287,84.6638,105.01,3.2,0
2000-12-21,Maharashtra,Bhuj Region,19.9214,88.4322,76.15,5.1,0
2012-03-21,Karnataka,Bangalore Region,27.552,90.1859,100.35,8.2,1
2008-03-05,Meghalaya,Bhuj Region,21.9479,89.0005,28.56,7.0,1
2019-04-27,Kerala,Himalayan Belt,25.0833,83.9476,26.3,5.3,0
2019-08-03,Andhra Pradesh,Bangalore Region,30.7798,69.5507,62.92,6.2,1
2023-11-26,Meghalaya,Bhuj Region,9.4057,77.6666,95.96,8.5,1
2011-08-28,Uttarakhand,Bangalore Region,15.4403,84.568,112.24,3.3,0
2007-01-10,Nagaland,Bhuj Region,14.7171,86.9925,43.37,4.3,0
2020-03-16,Maharashtra,Nicobar Islands,26.5878,88.0332,28.43,3.7,0
2004-11-07,Karnataka,Nicobar Islands,20.1425,80.6131,53.51,8.4,1
2011-08-16,Sikkim,Himalayan Belt,30.4999,80.6713,99.53,6.4,1
2024-02-06,Himachal Pradesh,Nicobar Islands,11.3118,81.4682,51.22,4.9,0
2021-02-13,Tamil Nadu,Koyna Region,11.9846,69.2586,24.73,3.9,0
2009-02-19,Himachal Pradesh,Himalayan Belt,8.428,84.5368,32.03,7.5,1
2008-03-17,Sikkim,Himalayan Belt,26.1781,72.807,70.78,6.6,1
2010-03-06,Tamil Nadu,Andaman Sea,15.6964,89.0216,21.55,8.4,1
2012-05-14,Assam,Himalayan Belt,34.6819,83.9368,72.66,5.9,1
2008-07-18,Sikkim,Koyna Region,35.4354,72.4612,85.0,3.5,0
2008-03-14,Manipur,Delhi NCR,25.8324,69.3284,47.4,3.2,0
2024-05-27,Meghalaya,Northeast India,19.1374,86.0817,28.25,5.1,0
2024-07-30,Telangana,Nicobar Islands,20.2985,91.0399,22.39,4.9,0
2019-11-27,Andaman and Nicobar Islands,Nicobar Islands,25.817,87.4607,61.7,3.2,0
2016-04-15,Gujarat,Bhuj Region,7.5079,93.4593,63.89,7.8,1
2008-03-12,Assam,Delhi NCR,28.3208,69.1172,31.76,3.2,0
2019-02-13,Telangana,Andaman Sea,27.3701,74.0425,93.41,4.3,0
2008-10-26,Tamil Nadu,Koyna Region,22.5398,81.8278,48.57,8.0,1
2000-02-02,Tamil Nadu,Delhi NCR,28.8924,76.3075,97.47,3.0,0
2023-06-08,Tamil Nadu,Andaman Sea,12.0612,94.2737,112.76,4.1,0
2021-11-22,Sikkim,Himalayan Belt,22.3727,96.6621,72.13,4.2,0
2000-10-01,Assam,Himalayan Belt,29.4153,70.9419,29.44,7.1,1
2023-03-25,Maharashtra,Bhuj Region,28.5598,71.819,32.13,8.2,1
2018-11-12,Himachal Pradesh,Koyna Region,24.0152,69.9506,15.7,5.6,1
2004-09-27,Telangana,Nicobar Islands,23.9212,71.846,41.08,4.3,0
2011-10-06,Sikkim,Koyna Region,24.8085,95.1695,61.37,3.6,0
2001-03-27,Sikkim,Koyna Region,12.7366,90.524,89.29,4.3,0
2019-12-23,Meghalaya,Bhuj Region,32.3136,79.9148,91.4,3.3,0
2023-04-06,Nagaland,Nicobar Islands,35.5021,74.1267,104.89,3.7,0
2000-06-05,Karnataka,Delhi NCR,23.8111,84.8269,17.12,3.2,0
2021-03-07,Telangana,Bhuj Region,26.9526,80.1655,110.45,7.0,1
2008-09-14,Maharashtra,Andaman Sea,25.3416,70.2955,74.06,5.9,1
2014-09-29,Karnataka,Bhuj Region,16.4157,73.251,23.64,3.3,0
2012-04-17,Kerala,Bangalore Region,18.2174,94.0223,91.87,8.1,1
2022-07-29,Gujarat,Koyna Region,24.7405,88.8154,59.42,3.4,0
2006-08-15,Tamil Nadu,Delhi NCR,32.0573,77.0963,38.34,8.1,1
2010-12-25,Andhra Pradesh,Andaman Sea,26.1715,95.1643,38.1,3.9,0
2018-10-15,Karnataka,Nicobar Islands,21.7818,80.5028,6.38,4.9,0
2016-09-29,Uttarakhand,Bhuj Region,34.903,69.8599,69.14,4.4,0
2014-09-03,Telangana,Delhi NCR,10.2439,68.0604,62.33,7.4,1
2003-04-26,Uttarakhand,Koyna Region,24.7407,84.7231,46.52,7.5,1
2012-08-10,Himachal Pradesh,Bangalore Region,35.9575,75.7042,109.37,6.8,1
2003-11-21,Meghalaya,Bangalore Region,24.028,93.9619,67.18,4.1,0
2006-06-01,Manipur,Koyna Region,18.0464,87.1353,21.21,7.4,1
2008-07-10,Kerala,Northeast India,24.6423,71.9083,6.51,7.1,1
2015-04-28,Nagaland,Nicobar Islands,29.5562,85.9333,25.17,7.2,1
2013-03-29,Andaman and Nicobar Islands,Bhuj Region,32.8524,95.2408,47.93,4.1,0
2016-01-10,Meghalaya,Delhi NCR,20.8056,95.8398,82.75,3.4,0
2021-01-15,Andaman and Nicobar Islands,Bangalore Region,9.0088,76.4545,39.37,8.4,1
2003-09-12,Manipur,Nicobar Islands,8.3705,80.5018,52.63,6.7,1
2017-02-19,Manipur,Koyna Region,19.1703,96.6794,77.98,5.6,1
2008-10-28,Himachal Pradesh,Delhi NCR,15.8057,97.1758,26.85,5.5,1
2015-08-29,Sikkim,Andaman Sea,10.3154,79.6724,31.06,4.9,0
2009-01-06,Gujarat,Bangalore Region,17.4288,96.6537,69.53,5.9,1
2003-11-23,Telangana,Himalayan Belt,8.7824,72.8572,37.42,4.9,0
2001-09-02,Assam,Andaman Sea,20.0389,82.9135,82.38,4.7,0
2011-12-29,Telangana,Bhuj Region,25.7427,78.0244,75.36,4.5,0
2013-08-06,Kerala,Bangalore Region,26.3179,79.5121,84.36,8.2,1
2021-12-01,Manipur,Andaman Sea,22.6011,79.2886,16.2,4.5,0
2017-03-04,Karnataka,Himalayan Belt,22.9591,73.928,17.31,6.4,1
2012-09-13,Kerala,Nicobar Islands,32.6302,87.841,40.28,3.8,0
2015-03-18,Nagaland,Northeast India,20.486,87.2056,50.88,4.2,0
2003-12-12,Karnataka,Northeast India,26.8377,73.37,19.14,4.3,0
2023-06-04,Telangana,Andaman Sea,35.9455,75.0753,91.21,3.0,0
2006-10-16,Andhra Pradesh,Bangalore Region,33.3305,82.2767,49.22,6.2,1
2009-01-29,Nagaland,Nicobar Islands,14.1573,83.1009,47.37,3.6,0
2002-04-13,Kerala,Northeast India,30.8829,92.1046,48.91,4.3,0
2005-04-21,Meghalaya,Bhuj Region,8.3449,75.2122,34.08,6.8,1
2017-12-07,Uttarakhand,Bangalore Region,17.3703,83.2029,25.14,5.4,0
2016-03-16,Telangana,Northeast India,16.7605,96.2403,87.88,4.7,0
2008-07-29,Sikkim,Himalayan Belt,13.5317,92.9727,46.16,3.4,0
2006-04-01,Kerala,Koyna Region,19.5211,95.5993,91.54,5.8,1
2015-10-12,Tamil Nadu,Himalayan Belt,10.4648,91.0818,97.43,5.9,1
2009-02-06,Himachal Pradesh,Northeast India,22.8884,70.1031,62.76,7.2,1
2015-07-02,Karnataka,Himalayan Belt,26.5425,71.1613,63.65,8.5,1
2004-04-14,Uttarakhand,Koyna Region,23.7619,76.4983,72.12,7.0,1
2016-02-18,Himachal Pradesh,Northeast India,13.1094,88.323,61.25,3.6,0
2016-11-26,Tamil Nadu,Delhi NCR,7.7938,79.5808,35.07,3.1,0
2008-08-01,Uttarakhand,Delhi NCR,7.3094,87.7703,38.75,4.7,0
2012-08-25,Kerala,Northeast India,27.0769,93.5489,81.75,4.2,0
2006-02-11,Sikkim,Northeast India,14.6996,68.524,100.65,5.2,0
2009-02-19,Sikkim,Himalayan Belt,20.6171,74.025,43.25,7.6,1
2022-12-18,Telangana,Bhuj Region,10.5658,81.0742,42.4,8.4,1
2006-04-10,Gujarat,Andaman Sea,14.6587,80.5601,19.86,6.0,1
2009-11-24,Tamil Nadu,Koyna Region,35.835,93.5184,25.71,6.6,1
2023-11-04,Gujarat,Northeast India,33.2207,74.0985,78.91,6.0,1
2011-08-05,Andhra Pradesh,Koyna Region,7.2457,89.6619,89.9,4.2,0
2014-02-01,Assam,Andaman Sea,6.3305,80.3835,97.54,4.1,0
2023-01-30,Karnataka,Andaman Sea,23.5148,71.8617,12.31,4.7,0
2003-09-30,Maharashtra,Delhi NCR,27.5623,94.7768,30.95,5.7,1
2019-08-07,Kerala,Nicobar Islands,34.5653,89.4698,74.14,4.8,0
2003-03-24,Karnataka,Delhi NCR,32.8513,76.0283,98.97,4.8,0
2000-03-20,Andaman and Nicobar Islands,Nicobar Islands,9.6648,89.2718,27.12,4.9,0
2009-07-24,Assam,Nicobar Islands,35.4072,94.4846,80.0,7.5,1
2001-07-15,Karnataka,Himalayan Belt,20.4741,83.9966,54.33,4.5,0
2014-07-01,Andaman and Nicobar Islands,Northeast India,19.3188,80.9308,15.13,7.4,1
2016-08-21,Meghalaya,Himalayan Belt,31.8752,96.9566,52.4,5.4,0
2012-12-25,Karnataka,Andaman Sea,20.2693,82.6308,11.53,4.3,0
2009-01-28,Telangana,Northeast India,19.5975,73.0707,16.58,5.1,0
2017-01-10,Telangana,Delhi NCR,31.0019,78.9665,105.53,8.0,1
2001-11-07,Assam,Bhuj Region,33.0301,82.5106,97.71,6.5,1
2013-12-01,Andhra Pradesh,Andaman Sea,19.715,71.9516,13.63,3.5,0
2013-03-02,Andhra Pradesh,Bangalore Region,31.6984,72.3683,90.28,8.2,1
2014-03-19,Rajasthan,Northeast India,11.2029,83.8471,21.31,5.9,1
2001-02-20,Himachal Pradesh,Andaman Sea,18.375,82.7009,97.43,5.1,0
2019-07-25,Nagaland,Bhuj Region,35.2744,73.7507,49.74,5.9,1
2000-02-13,Rajasthan,Himalayan Belt,35.7393,84.7202,17.01,7.9,1
2002-01-17,Maharashtra,Himalayan Belt,32.9862,77.6324,52.28,5.6,1
2005-02-03,Telangana,Himalayan Belt,19.6619,90.729,25.2,4.5,0
2002-09-08,Kerala,Bhuj Region,13.7641,72.7446,30.61,6.3,1
2015-01-19,Andaman and Nicobar Islands,Andaman Sea,15.0396,92.4129,115.75,5.3,0
2021-04-01,Assam,Northeast India,30.0761,97.6548,19.02,5.6,1
2005-08-29,Sikkim,Bangalore Region,33.2306,69.365,99.98,3.2,0
2020-03-31,Manipur,Northeast India,12.8616,80.2832,116.41,4.8,0
2013-03-09,Gujarat,Himalayan Belt,12.4199,75.2908,14.9,4.9,0
2019-07-22,Andaman and Nicobar Islands,Northeast India,28.0433,72.6725,10.2,5.6,1
2021-01-05,Assam,Bhuj Region,26.2778,89.9689,110.56,6.4,1
2021-08-13,Kerala,Andaman Sea,18.9205,72.8985,38.58,3.3,0
2008-04-24,Rajasthan,Andaman Sea,26.76,78.4693,73.69,5.5,1
2000-12-03,Andaman and Nicobar Islands,Northeast India,6.8593,88.1518,48.84,6.1,1
2002-12-22,Uttarakhand,Bangalore Region,12.7083,81.5581,80.45,7.2,1
2016-04-03,Sikkim,Andaman Sea,32.7701,74.6247,19.05,7.3,1
2007-05-30,Kerala,Bhuj Region,29.5989,68.3048,55.4,5.1,0
2000-03-05,Karnataka,Bhuj Region,34.6267,76.8939,83.45,3.3,0
2018-10-30,Telangana,Himalayan Belt,6.6627,77.3139,33.96,3.4,0
2021-01-13,Maharashtra,Himalayan Belt,27.9398,88.9836,76.62,5.7,1
2010-09-03,Himachal Pradesh,Bhuj Region,11.969,89.8973,52.32,7.3,1
2023-03-26,Maharashtra,Himalayan Belt,35.9457,83.9053,118.65,3.7,0
2002-04-11,Himachal Pradesh,Koyna Region,25.2058,70.6627,72.42,3.6,0
2009-07-17,Andaman and Nicobar Islands,Northeast India,17.6507,76.385,78.79,5.6,1
2020-11-26,Kerala,Bhuj Region,27.5736,89.9078,55.31,3.1,0
2002-04-15,Maharashtra,Bhuj Region,28.9156,81.868,51.76,6.0,1
2007-07-01,Maharashtra,Northeast India,26.5314,85.4344,59.2,4.6,0
2015-06-25,Sikkim,Nicobar Islands,34.1411,68.8657,59.46,6.1,1
2023-08-31,Karnataka,Himalayan Belt,8.7964,90.0777,109.7,5.7,1
2022-05-25,Uttarakhand,Andaman Sea,32.0359,88.9116,56.26,4.3,0
2017-01-08,Manipur,Andaman Sea,16.7798,69.7697,79.14,3.7,0
2005-11-12,Maharashtra,Bangalore Region,21.5835,68.4452,30.21,5.6,1
2011-12-16,Gujarat,Nicobar Islands,19.5374,77.2639,88.66,3.0,0
2002-02-27,Gujarat,Delhi NCR,32.3713,83.1841,91.5,8.0,1
2005-07-05,Manipur,Northeast India,32.5885,94.8286,58.21,7.2,1
2020-11-17,Sikkim,Northeast India,30.1312,95.99,18.59,3.7,0
2014-05-07,Nagaland,Himalayan Belt,34.5743,84.0483,34.62,4.8,0
2015-01-20,Tamil Nadu,Himalayan Belt,6.3855,71.0807,84.64,3.5,0
2018-09-14,Gujarat,Bangalore Region,14.4006,91.2437,111.37,5.9,1
2005-09-09,Gujarat,Delhi NCR,8.9752,68.4517,82.58,7.2,1
2004-03-02,Rajasthan,Nicobar Islands,15.8156,77.1503,100.99,5.7,1
2022-09-05,Nagaland,Himalayan Belt,32.7975,86.171,81.57,7.6,1
2012-07-01,Assam,Andaman Sea,28.968,68.1878,89.94,4.2,0
2003-05-26,Nagaland,Koyna Region,29.5821,89.1019,105.79,4.5,0
2019-01-17,Assam,Delhi NCR,33.2996,76.7768,32.63,5.4,0
2018-04-29,Andaman and Nicobar Islands,Nicobar Islands,33.7736,96.6946,18.35,5.3,0
2004-02-24,Uttarakhand,Andaman Sea,33.4986,75.7604,55.3,4.2,0
2014-12-17,Sikkim,Bangalore Region,35.6033,83.0032,93.06,6.3,1
2017-11-16,Telangana,Bhuj Region,12.664,74.3319,89.7,6.0,1
2017-09-16,Kerala,Northeast India,6.8934,72.5683,31.12,7.7,1
2019-04-22,Kerala,Northeast India,7.6902,79.5473,28.63,7.2,1
2013-10-12,Kerala,Nicobar Islands,26.1383,97.3934,27.9,7.6,1
2018-10-28,Kerala,Northeast India,18.8815,88.6473,11.08,6.7,1
2012-04-09,Tamil Nadu,Bangalore Region,22.5453,90.8079,78.79,5.8,1
2017-05-14,Gujarat,Northeast India,28.8226,70.6991,12.26,5.9,1
2012-08-16,Nagaland,Bangalore Region,30.4833,86.8085,5.39,8.0,1
2009-02-09,Andaman and Nicobar Islands,Delhi NCR,34.1575,87.2195,69.22,8.0,1
2003-12-22,Kerala,Koyna Region,17.09,82.159,96.01,4.8,0
2017-09-29,Maharashtra,Bhuj Region,28.784,93.8485,36.13,5.8,1
2005-06-26,Meghalaya,Andaman Sea,19.7633,86.2472,53.03,7.6,1
2018-03-27,Kerala,Andaman Sea,17.6428,82.367,100.86,6.5,1
2009-08-01,Assam,Northeast India,15.6337,70.9638,68.21,3.8,0
2006-02-15,Maharashtra,Andaman Sea,24.8352,80.812,62.37,7.4,1
2002-06-24,Himachal Pradesh,Northeast India,20.5516,91.9601,22.3,5.3,0
2004-01-06,Maharashtra,Delhi NCR,19.4145,95.9243,12.23,4.9,0
2011-05-14,Himachal Pradesh,Northeast India,34.2097,79.7264,19.46,4.2,0
2024-06-21,Himachal Pradesh,Himalayan Belt,32.4781,73.5319,104.08,8.4,1
2005-04-12,Himachal Pradesh,Himalayan Belt,14.1068,90.6439,63.96,5.2,0
2016-06-10,Nagaland,Bangalore Region,25.4575,88.8738,5.33,4.6,0
2004-10-01,Andhra Pradesh,Nicobar Islands,15.8517,78.5305,63.34,7.9,1
2008-04-25,Uttarakhand,Nicobar Islands,21.2509,92.9605,64.71,4.2,0
2017-12-03,Andhra Pradesh,Bhuj Region,10.5525,78.5828,50.16,8.1,1
2011-10-11,Nagaland,Delhi NCR,35.0272,94.8976,23.6,3.4,0
2003-07-19,Uttarakhand,Northeast India,8.937,96.0116,104.43,3.3,0
2011-06-12,Nagaland,Nicobar Islands,35.1234,96.4974,16.28,3.5,0
2011-11-16,Maharashtra,Bangalore Region,24.2112,81.208,68.88,6.5,1
2017-04-29,Gujarat,Northeast India,11.8028,73.1386,107.73,4.5,0
2012-08-05,Andaman and Nicobar Islands,Andaman Sea,35.698,86.7354,83.47,5.1,0
2007-01-08,Assam,Delhi NCR,22.6714,79.5381,7.13,4.1,0
2000-10-18,Maharashtra,Delhi NCR,19.9427,85.1396,8.48,7.0,1
2009-05-01,Manipur,Andaman Sea,14.6365,72.4298,116.8,3.8,0
2020-12-06,Kerala,Northeast India,35.0403,76.9297,47.63,4.1,0
2002-04-25,Himachal Pradesh,Nicobar Islands,32.6614,82.3009,94.64,7.9,1
2012-03-16,Nagaland,Nicobar Islands,20.7994,79.7063,35.55,7.4,1
2023-11-25,Sikkim,Bangalore Region,27.7834,69.6303,74.61,4.7,0
2021-02-06,Tamil Nadu,Andaman Sea,29.6447,77.7203,15.27,7.1,1
2013-10-28,Rajasthan,Bangalore Region,9.2352,70.7776,104.35,3.1,0
2009-05-24,Telangana,Andaman Sea,20.3719,83.9592,71.87,5.8,1
2000-01-28,Maharashtra,Bhuj Region,27.6055,78.1164,97.7,4.4,0
2014-09-05,Manipur,Nicobar Islands,22.1882,81.4834,41.87,7.6,1
2018-10-27,Telangana,Koyna Region,30.8985,83.1904,108.99,7.3,1
2022-07-26,Tamil Nadu,Bhuj Region,19.3414,95.7797,94.51,5.6,1
2002-07-15,Telangana,Northeast India,25.3446,89.8197,9.3,6.2,1
2010-08-17,Kerala,Bangalore Region,33.3814,83.9171,55.48,4.0,0
2020-01-19,Uttarakhand,Nicobar Islands,35.3418,92.9723,88.14,5.0,0
2008-03-04,Telangana,Andaman Sea,27.6768,75.7324,33.63,7.7,1
2021-04-28,Kerala,Himalayan Belt,13.4474,77.1655,96.89,4.1,0
2013-04-15,Nagaland,Bhuj Region,27.2807,79.9925,20.65,7.2,1
2011-09-05,Gujarat,Himalayan Belt,35.1546,80.2505,78.25,5.8,1
2000-08-26,Telangana,Andaman Sea,34.8963,70.1868,35.97,8.0,1
2021-02-13,Rajasthan,Bangalore Region,15.2558,80.3938,33.0,8.3,1
2018-03-30,Sikkim,Bhuj Region,8.5748,88.9789,119.36,8.3,1
2011-10-06,Maharashtra,Andaman Sea,28.1426,77.5958,57.52,5.3,0
2002-12-11,Meghalaya,Northeast India,14.798,84.5534,16.72,3.9,0
2015-05-05,Assam,Delhi NCR,19.5941,97.0025,43.65,6.6,1
2003-07-15,Meghalaya,Bhuj Region,26.1618,80.1095,49.85,8.5,1
2005-03-21,Karnataka,Bhuj Region,11.3608,69.4232,51.26,7.0,1
2016-10-24,Andaman and Nicobar Islands,Himalayan Belt,25.2287,97.296,76.95,3.2,0
2000-02-20,Sikkim,Northeast India,28.3002,86.4076,118.43,6.3,1
2003-12-08,Himachal Pradesh,Bhuj Region,7.3268,77.7851,39.24,8.0,1
2002-11-10,Sikkim,Nicobar Islands,34.6955,74.2323,52.95,6.1,1
2014-08-03,Sikkim,Northeast India,11.8488,82.9705,28.24,6.2,1
2018-06-24,Maharashtra,Koyna Region,27.7659,86.5301,80.44,7.3,1
2005-10-03,Manipur,Delhi NCR,19.2766,80.1099,88.74,5.9,1
2012-12-20,Kerala,Bhuj Region,18.5955,78.8879,22.24,5.3,0
2022-01-09,Karnataka,Northeast India,20.2735,94.7599,41.16,4.9,0
2004-11-12,Rajasthan,Andaman Sea,15.7092,95.2687,55.5,6.6,1
2004-10-26,Himachal Pradesh,Nicobar Islands,35.5431,88.8459,102.1,6.9,1
2007-02-06,Andhra Pradesh,Bangalore Region,24.8758,97.57,115.19,6.8,1
2001-05-29,Sikkim,Bhuj Region,24.4902,81.8632,20.86,5.6,1
2017-02-13,Meghalaya,Andaman Sea,15.112,78.2135,49.86,3.9,0
2022-07-07,Andaman and Nicobar Islands,Northeast India,34.9589,85.7499,52.16,4.8,0
2021-05-19,Uttarakhand,Andaman Sea,7.8217,96.8023,60.71,8.3,1
2020-12-07,Uttarakhand,Koyna Region,28.8253,85.4883,46.02,3.0,0
2023-06-11,Manipur,Koyna Region,14.1382,85.8499,19.35,7.9,1
2010-10-03,Telangana,Himalayan Belt,22.3659,79.7603,44.57,5.9,1
2002-04-09,Gujarat,Northeast India,19.3399,90.9015,45.13,3.2,0
2002-04-30,Andhra Pradesh,Himalayan Belt,25.9548,95.4383,7.78,3.4,0
2018-02-17,Gujarat,Bangalore Region,30.0387,83.7392,24.51,6.5,1
2018-06-28,Nagaland,Bangalore Region,20.01,96.583,110.53,3.1,0
2007-06-27,Meghalaya,Himalayan Belt,33.3754,96.9986,13.19,6.4,1
2009-09-07,Rajasthan,Bhuj Region,23.5512,95.344,51.6,5.7,1
2002-12-24,Meghalaya,Himalayan Belt,7.8733,95.2074,63.73,5.3,0
2018-01-18,Meghalaya,Himalayan Belt,34.6697,80.9153,57.35,7.0,1
2021-04-29,Kerala,Bangalore Region,15.9213,73.1174,25.91,4.8,0
2014-10-18,Rajasthan,Bhuj Region,24.7722,70.6351,18.27,3.3,0
2011-02-25,Maharashtra,Himalayan Belt,20.8775,77.9207,21.89,5.7,1
2006-04-30,Uttarakhand,Bangalore Region,35.7306,94.0709,6.02,3.0,0
2002-01-21,Assam,Northeast India,20.369,76.8406,33.76,5.7,1
2022-02-27,Andhra Pradesh,Himalayan Belt,27.786,69.0495,45.7,6.6,1
2005-10-14,Kerala,Bhuj Region,21.3737,89.3714,34.73,8.1,1
2017-01-18,Andaman and Nicobar Islands,Northeast India,25.7509,92.3604,35.38,4.4,0
2012-05-10,Sikkim,Himalayan Belt,27.665,68.3212,15.67,5.4,0
2024-06-21,Sikkim,Himalayan Belt,10.017,94.9493,112.55,8.0,1
2001-03-05,Sikkim,Bhuj Region,28.9918,87.7125,44.47,4.6,0
2011-06-19,Gujarat,Koyna Region,19.0685,84.9902,102.95,6.0,1
2014-01-03,Uttarakhand,Delhi NCR,13.0124,85.3052,40.76,6.4,1
2010-06-08,Gujarat,Delhi NCR,24.4166,81.6004,108.38,7.6,1
2009-02-16,Sikkim,Himalayan Belt,32.7978,86.8118,9.33,5.3,0
2018-11-06,Andaman and Nicobar Islands,Northeast India,33.9531,75.7165,31.57,4.9,0
